name,auditID,qualityType,auditDate,auditEnd,Date,Audit Standard,Address,SAM,Available in MI/SI?,Final QCR,Calculation completed,Date of Calculation,Missing Data,Minor - Observations,Major - Observations,Critical - Observations,Observations rating,Avg Rating Quality Documentation,Avg Rating Quality Monitoring,Avg Rat Facilities and Operations,Compliance Score,capaAdequacy,CAPA baseline,actionPlanSent,Initial NEW,Days,CAPA score,Observations DATA available,Rating DATA available,CAPA DATA available,Award,Award,Request to increase Score
Fermenta Biotech Ltd. - Plot No. Z109 B&C,recChqgKRo0K6yQYA,GMP_API,23/02/2023,,23/02/2023,,"Plot Nos.Z109 B&C, Dahej SEZ Part II, Bharuch District, Taluka-Vagara, 
392 130, Dahej, 
Gujarat, 
India",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,6,2,0,53.1,67,67,54,61.80,NoAdequacy,Missing adequacy,14.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Serum Bernburg AG (Serumwerk Bernburg AG),recBtDDpm2LDVyr1N,GMP_API,23/02/2023,,23/02/2023,,"Hallesche Landstraße 105B,, 
6406, Bernburg (Saale), 
QPJW+M9, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,1,0,72.9,59,67,60,62.20,NoAdequacy,Missing adequacy,13.03.2023,20.04.2023,24,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Saint Gobain (SGD S.A.),recwRb4S6aGMbHHqn,GMP_PACKAGING,23/02/2023,,23/02/2023,,"Sucy-en-Brie plant, 4 route de Bonneuil BP.N°2, 
94370, Sucy-en-Brie, 
France",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,1,0,72.9,67,78,60,68.05,NoAdequacy,Missing adequacy,22.03.2023,23.05.2023,48,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
"Qingdao Yutai Pharmaceutical Packaging Technology Co.,Ltd.",recq1gyYSZcXVUaHO,GMP_PACKAGING,23/02/2023,,23/02/2023,,"Licha Industrial Park, Jiaozhou City, 
266300, Qingdao, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,0,11,0,16.7,18,12,27,19.50,NoAdequacy,Missing adequacy,06.03.2023,09.10.2023,203,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Altan Pharmaceuticals S.A.,rectpncgdkeZFR5qn,GMP_FDF,23/02/2023,,23/02/2023,EUGMP Part I,"Avda. de la Constitución 198-199, Polígono Industrial Monte Boyal, 
45950, Casarrubios Del Monte, 
Toledo, 
Spain",Gonzalo Regal,Yes,41.89,TRUE,25/09/2024,FALSE,5,3,0,47.5,59,54,47,52.45,Good,85,04.04.2023,21.12.2023,247,24.64,TRUE,TRUE,TRUE,No award,FALSE,FALSE
John C. Brow Ltd T/A Brow Packaging,recyuOXt5Oz8ztDmX,ISO_9001,24/02/2023,,24/02/2023,,"1 Prince Regent Rd, Castlereagh, 
BT5 6SA, Belfast, 
United Kingdom",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,3,6,0,32.3,42,67,67,60.75,NoAdequacy,Missing adequacy,30.03.2023,10.05.2023,27,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Mac-Chem Products (India) Pvt. Ltd.,recKsFGJdIyuZVbmd,GMP_API,24/02/2023,,24/02/2023,,"N-211/2/10 Tarapur, Maharashtra Industrial Development Corporation (MIDC), 
401 506, Boisar, District-Thane, 
India",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,59,67,60,62.20,NoAdequacy,Missing adequacy,14.03.2023,03.04.2023,6,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Teva Pharmaceutical Industries Ltd.,reciogEkDmATmzzLB,GMP_FDF,27/02/2023,28/02/2023,27/02/2023 - 28/02/2023,,"18 Eli Hurvitz Street, 
4410202, Kfar Saba, 
Industrial Zone, 
Israel",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,67,67,60,64.20,NoAdequacy,Missing adequacy,15.03.2023,04.05.2023,36,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"CSPC Weisheng Pharmaceutical (Shijizhuang) Co., Ltd.",recnTKUZqaIYRse2v,GMP_API,27/02/2023,,27/02/2023,,"No 898 Zhongshan East Road, High-Tech Industrial Development Zone, 
50035, Shijiazhuang, 
Hebei, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,67,67.00,NoAdequacy,Missing adequacy,08.03.2023,28.04.2023,37,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
"Apace Packaging, LLC",recbOjkhnLB25Xa1z,GMP_FDF,28/02/2023,,28/02/2023,,"154 Vanderbilt Ct., 
KY 42103, Bowling Green, 
United States",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,1,1,0,80.8,59,67,56,60.60,NoAdequacy,Missing adequacy,15.03.2023,10.04.2023,12,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
"Aarti Drugs Limited - Plot Nr. W-60(B), 61(B), 62(B), 71(B), 72(B), 73(B)",recpS2DfWq56Zff7i,GMP_API,28/02/2023,,28/02/2023,,"Plot No.W-60 (B), 61(B), 62(B), 71(B), 72(B), 73(B), MIDC, Tarapur. Tal.-Palghar, Dist.-Thane, 
401506, Thane, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,67,67,41,56.60,NoAdequacy,Missing adequacy,15.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
PharmaZell GmbH,recNdCkgOgFLoI0wJ,GMP_API,28/02/2023,,28/02/2023,,"Rosenheimer Str. 43, 
83064, Raubling, 
Germany",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,0,1,0,85.0,67,67,60,64.20,NoAdequacy,Missing adequacy,14.04.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Synergy Health Marseille S.A.S.,recohroChW9McDtCP,GMP_LABORATORY,28/02/2023,,28/02/2023,EU GMP Part II / ICH Q7 and EU GMP Annex 12,"MIN 712-LES Arnavaux, 
13323, Marseille, 
France",,Yes,88.45,TRUE,,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,08.03.2023,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Clariant Produkte (Deutschland) GmbH,recwvaikghcD54UrM,"GMP_API, GMP_EXCIPIENTS",28/02/2023,02/03/2023,28/02/2023 - 02/03/2023,,"Industrieparkstraße 1, 
84508, Burgkirchen, 
Werk Gendorf, 
Germany",Nicolina Guasch,Yes,79.27,TRUE,,FALSE,2,0,0,90.3,67,67,60,64.20,Good,85,28.03.2023,05.05.2023,24,75.37,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Zhejiang Jingsheng Pharmaceutical Co Ltd,rec2wYD8A6i8uJwht,GMP_STARTING_MATERIALS,28/02/2023,,28/02/2023,,"No. 27 Donghai 5th Avenue, 
Taizhou, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,67,67,67,67.00,NoAdequacy,Missing adequacy,17.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
"Microbiologics, Inc.",recyD12yIruX4msTz,GMP_MED_DEV,28/02/2023,,28/02/2023,ISO 13485:2016 Medical devices — Quality management systems — Requirements for regulatory purposes,"200 Cooper Ave N, 
MN 56303, Saint Cloud, 
United States",Nicolina Guasch,Yes,86.96,TRUE,,FALSE,0,0,0,100.0,50,67,67,62.75,No CAPA needed,No CAPA needed,17.03.2023,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Stratus Packaging SEEC ,recdsluBCCOaYZZKt,GMP_PACKAGING,01/03/2023,,01/03/2023,,"70 Chemin des Baisses, 
1440, Viriat, 
France",,Yes,Missing/wrong Data,FALSE,,TRUE,8,1,0,56.4,50,56,47,50.90,NoAdequacy,Missing adequacy,07.03.2023,15.03.2023,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Shandong Keyuan Pharmaceutical Co. Ltd.,rec2UFC9DR3dp1ypo,GMP_API,01/03/2023,,01/03/2023,,"Keyuan Street, Shandong Shanghe Economic Development Zone, 
Jinan, 
Shandong, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,3,1,0,72.9,67,60,67,64.55,NoAdequacy,Missing adequacy,15.03.2023,03.05.2023,35,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Athena Drug Delivery Solutions Pvt Ltd,rec6BGCmdLZYABTFf,GMP_FDF,01/03/2023,02/03/2023,01/03/2023 - 02/03/2023,,"A1-A5, Chemical Zone, MIDC, 
421501, Ambernath, 
Maharashtra, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,2,3,0,55.4,67,67,47,59.00,NoAdequacy,Missing adequacy,14.03.2023,18.07.2023,112,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
AT Pharma S.p.A.,rec8yB0xWkYxqv4Hk,"GDP_DISTRIBUTION, GVP_COVIGILANCE",01/03/2023,02/03/2023,01/03/2023 - 02/03/2023,,"10 Rue Ibrahim HADJRÈS, 
16206, Béni Messous, 
Algeria",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,67,67,67,67.00,NoAdequacy,Missing adequacy,26.04.2023,06.06.2023,27,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Sandfort GmbH & Co. KG,recW0XNw6iiEr4avJ,GMP_API,02/03/2023,,02/03/2023,,"Haus Sandfort 5, 
59399, Olfen, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,5,0,0,77.4,42,54,67,56.20,NoAdequacy,Missing adequacy,22.03.2023,30.03.2023,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
SGS Institut Fresenius GmbH,recZZjF8sifEbZEv0,GMP_LABORATORY,02/03/2023,,02/03/2023,,"Tegeler Weg 33, 
10589, Berlin, 
Germany",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,Check,#VALUE!,NoAdequacy,Missing adequacy,23.03.2023,11.04.2023,5,Missing/Wrong CAPA data,TRUE,FALSE,FALSE,Not calculated,FALSE,FALSE
TEVA Pharmaceuticals Ltd.,rec5CGwgTjHRsnXV2,GMP_FDF,02/03/2023,,02/03/2023,,"Pallagi út 13., 
4042, Debrecen, 
Hungary",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,50,67,60,59.95,NoAdequacy,Missing adequacy,31.03.2023,04.04.2023,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
HaiNan JY Bio-Tech,reczFw69fyLDgtIoz,GMP_STARTING_MATERIALS,02/03/2023,03/03/2023,02/03/2023 - 03/03/2023,,"Weiwang Industry Park, 
Hainan, Chengmai City, 
Nanyihuan, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,0,14,1,5.1,1,8,21,11.45,NoAdequacy,Missing adequacy,10.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
RHEIN-PLAST GmbH,rec3OIywfSDJAaUW3,GMP_PACKAGING,02/03/2023,,02/03/2023,,"Altenbacher Str. 24 - 26, 
67098, Bad Dürkheim, 
Germany",Nicolina Guasch,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,67,67,67,67.00,NoAdequacy,Missing adequacy,21.03.2023,09.05.2023,35,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Gattefossé SAS,recTHHdzz7u5EOdQQ,GMP_EXCIPIENTS,02/03/2023,,02/03/2023,,"36 chemin de Genas, CS 70070, 
69804, Saint-Priest, 
France",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,5,1,0,65.8,64,6,Check,#VALUE!,NoAdequacy,Missing adequacy,21.03.2023,18.04.2023,14,Missing/Wrong CAPA data,TRUE,FALSE,FALSE,Not calculated,TRUE,FALSE
Indena India Pvt. Ltd,recjOugd6GGt9ZYga,GMP_API,02/03/2023,,02/03/2023,,"#43/3 Raghunathapura – Shivapura Post Doddaballapur, 
561203, Bangalore, 
Karnataka, 
India",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,50,54,67,58.20,NoAdequacy,Missing adequacy,17.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
BDR Pharmaceuticals Internationals Pvt. Ltd.,recgpYu756VOaS1x0,GMP_API,03/03/2023,,03/03/2023,,"BDR Lifesciences Pvt. Ltd. R.S.NO.578, Near Effluent channel Road, Village: LUNA, 
391440, Gujarat, 
Vadodara district,, 
India",,Yes,Missing/wrong Data,FALSE,,TRUE,9,1,0,53.6,67,60,67,64.55,NoAdequacy,Missing adequacy,20.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Pharmaron UK Ltd,recvuMwL6S5YdAewO,GMP_API,06/03/2023,,06/03/2023,,"Pegasus Way, Crown Business Park, 
NN10 6ER, Rushden, 
United Kingdom",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,5,0,0,77.4,67,67,67,67.00,NoAdequacy,Missing adequacy,14.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Luoyang FuDau Biotechnology Co., Ltd.",reciHD5NptwxD9Yhd,GMP_MED_DEV,06/03/2023,,06/03/2023,ISO 13485:2016 Medical devices — Quality management systems — Requirements for regulatory purposes,"Rm 101, 3rd Building, No.25, Yuwenkai Street, Luolong District, 
471000, Luoyang, 
Henan, 
China",Chieh Huang,Yes,13.99,TRUE,25/09/2024,FALSE,2,12,0,12.8,1,26,8,12.55,Acceptable,55,17.03.2023,21.11.2023,235,16.94,TRUE,TRUE,TRUE,No award,FALSE,FALSE
Givaudan Flavors Corporation (former Naturex Inc.),recDtxGx7kGk6omfG,OTHER,07/03/2023,,07/03/2023,ISO 22000:2018 Food Safety Management Systems - Requirements for any organization in the food chain,"375 Huyler St, 
NJ 07606, South Hackensack, 
New Jersey, 
United States",Nicolina Guasch,Yes,87.47,TRUE,,FALSE,0,0,0,100.0,67,67,60,64.20,No CAPA needed,No CAPA needed,30.03.2023,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Schreiner Group GmbH & Co. KG,reciCG5VIJ7G2wLjN,ISO_9001,07/03/2023,,07/03/2023,"ISO 9001: 2015 - Quality management systems,","Bruckmannring 22, 
85764, Oberschleissheim, 
Germany",Anne Germer,Yes,69.12,TRUE,,FALSE,6,0,0,73.5,50,67,67,62.75,Good,85,24.03.2023,22.05.2023,45,67.84,TRUE,TRUE,TRUE,Silver,TRUE,FALSE
Pacific Biolabs Inc,rec67bcHoyxrj8SYe,GMP_LABORATORY,07/03/2023,,07/03/2023,"21 CFR 210/211, 
ISO 17025, 
USP <121> and USP <151>","551 Linus Pauling Dr, 
CA 94547, Hercules, 
United States",Anne Germer,Yes,93.07,TRUE,,FALSE,0,0,0,100.0,67,67,100,80.20,No CAPA needed,No CAPA needed,22.03.2023,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
"Tianjin Weijie Pharmaceutical Co., Ltd",recaqWYm8pA46cOHr,GMP_STARTING_MATERIALS,07/03/2023,,07/03/2023,,"No.28, Qixia street, Teda Hangu Modern Industrial Park, 
300480, Tianjin, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,67,67.00,NoAdequacy,Missing adequacy,23.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
"Henan Lihua Pharmaceutical Co., Ltd - Anyang Hi-tech Industry Development Zone",rec4MnG0v3ULR8FgX,GMP_API,07/03/2023,,07/03/2023,,"Middle of Huange Street, Anyang Hi-tech Industry Development Zone, 
455000, Anyang, 
Henan, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,59,67,60,62.20,NoAdequacy,Missing adequacy,21.03.2023,11.04.2023,7,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Hydroflex Group GmbH,rec1gH9XxLa2GNyKk,ISO_9001,07/03/2023,,07/03/2023,,"Kiesacker 19, 
35418, Buseck, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,78,67,70.85,NoAdequacy,Missing adequacy,24.03.2023,02.06.2023,56,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Beaufour Ipsen Industrie SAS,recuTTZb5sDGdBdSv,GMP_FDF,07/03/2023,,07/03/2023,,"20 Rue Ethe Virton, 
28100, Dreux, 
France",,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,67,67,67.00,NoAdequacy,Missing adequacy,24.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Delpharm Huningue S.A.S.,recA2PConi7VFLwSJ,GMP_FDF,07/03/2023,,07/03/2023,,"26, Rue de Chapelle, 
68330, Huningue, 
France",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,3,0,0,85.7,67,67,67,67.00,NoAdequacy,Missing adequacy,20.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Salus International Sp. Z.o.o,recWRacR98kWxB18g,GDP_DISTRIBUTION,07/03/2023,,07/03/2023,,"Ul. Pulaskiego 9, 
40-273, Katowice, 
Poland",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,4,1,0,69.2,56,67,67,64.25,NoAdequacy,Missing adequacy,22.03.2023,02.08.2023,119,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Nomeco HealthCare Logistics,recj5705eb0nZRps8,GDP_DISTRIBUTION,07/03/2023,,07/03/2023,EU Guidelines of 5 November 2013 on Good Distribution Practice of medicinal products for human use (2013/C 343/01),"Idunsvej 3, 
4600, Koge, 
Denmark",Victoria,Yes,88.45,TRUE,,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,27.03.2023,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Pharma International S.A.,recakYQ1FDSh45Ruq,GDP_DISTRIBUTION,08/03/2023,,08/03/2023,,"C/ General Oraa 70, 
28006, Madrid, 
Spain",Gonzalo Regal,Yes,Missing/wrong Data,FALSE,,TRUE,5,0,0,77.4,56,67,67,64.25,NoAdequacy,Missing adequacy,12.04.2023,18.04.2023,0,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Schreiner Group GmbH & Co. KG,recBU342vGabDKsUK,ISO_9001,08/03/2023,,08/03/2023,,"Karl-Heilmeier-Straße 1, 
84405, Dorfen, 
Germany",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,50,67,67,62.75,NoAdequacy,Missing adequacy,28.03.2023,22.05.2023,41,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
World Courier India Pvt. Ltd.,rechynRDNCqtXS6QH,"GDP_DISTRIBUTION, GMP_FDF",08/03/2023,,08/03/2023,"EC Guidelines of 19 March 2015 on principles of Good Distribution Practice of active substances for medicinal products for human use (2015/C 95/01)
EC Guidelines of 5 November 2013 on Good Distribution Practice of medicinal products for human use (2013/C 343/01)
EUGMP Part I (including Annex 13 and Annex 16)
21 CFR Part 211
","No. 118, Gayathri Lake Front, Ring Road, Bengaluru, 
560024, Hebbal, 
Karnataka, 
India",Gonzalo Regal,Yes,88.45,TRUE,,FALSE,0,0,0,100.0,67,67,67,67.00,No CAPA needed,No CAPA needed,05.04.2023,Data missing,No CAPA needed,Not needed,TRUE,TRUE,TRUE,Platinum,TRUE,FALSE
Modulpac AB,recuT7A8oULfC2FHb,GMP_PACKAGING,08/03/2023,,08/03/2023,,"Västergatan 16, 
SE34150, Lagan, 
Sweden",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,5,0,0,77.4,50,67,67,62.75,NoAdequacy,Missing adequacy,04.04.2023,09.05.2023,21,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Synergia Life Sciences Pvt. Ltd.,recCcdv1hMG2kXkOJ,GMP_API,09/03/2023,,09/03/2023,,"Gut NO/S NO 65 - H.No. 2 Paiki, At Village:Gatesh Budruk, Talathi: Saja_Kone, 
421303, Maharashtra, 
Tlauka: Wada, District: Palghar, 
India",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,5,4,0,40.4,59,54,54,55.25,NoAdequacy,Missing adequacy,20.03.2023,16.06.2023,74,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
Baccinex SA,recQPvqfteGEo5vG9,GMP_FDF,09/03/2023,,09/03/2023,,"Rue de la source 3, 
2822, Courroux, 
Switzerland",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,4,0,0,81.5,34,42,34,36.80,NoAdequacy,Missing adequacy,28.03.2023,18.04.2023,7,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
ACS Dobfar S.p.A.,recZHx93FX3Durgdc,GMP_API,09/03/2023,,09/03/2023,,"Via Marzabotto, 7, 
20871, Monza e Brianza, 
Vimercate, 
Italy",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,7,2,0,50.5,50,54,47,50.20,NoAdequacy,Missing adequacy,29.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",rec03g2NOPCyU1SLI,GMP_API,09/03/2023,,09/03/2023,,"No.1 Rongtian South, Kengzi Street, 
Shenzhen, 
Pingshan District, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,2,0,0,90.3,67,60,60,61.75,NoAdequacy,Missing adequacy,15.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
"Kinsy, S.L.",rec1FMgRJEZJhMYCv,GMP_API,09/03/2023,,09/03/2023,,"Avda. Europa s/n, Parque Industrial de Alhama, 
30840, Alhama de Murcia, 
Murcia, 
Spain",Gonzalo Regal,Yes,79.59,TRUE,,FALSE,3,0,0,85.7,67,67,67,67.00,Good,85,21.03.2023,14.04.2023,10,80.84,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
"Uranus Chemicals Co., Ltd.",rec61c0iMPEgARiLU,GMP_API,09/03/2023,,09/03/2023,,"No.68, Ln. 245, Sec. 3, Shatian Rd., Dadu Dist., Taichung City 432, 
Taichung City, 
Taiwan",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,0,5,3,5.5,26,8,8,12.50,NoAdequacy,Missing adequacy,21.03.2023,Data missing,Error in calculation,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
"Sekisui Medical Co., Ltd.",rec934koWWN2CbawJ,GMP_API,09/03/2023,,09/03/2023,,"4-115, Matsuo, 
Hachimantai Iwate, 
Japan",Chieh Huang,Yes,70.83,TRUE,,FALSE,1,1,0,80.8,67,45,54,54.10,Good,85,30.03.2023,22.05.2023,39,69.91,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
"Nenter & Co., Inc.",recyRHM50DAgOVXF0,GMP_STARTING_MATERIALS,09/03/2023,,09/03/2023,,"No.118 Shenzhen Avenue, Jingzhou Development Zone, 
434 000, Jingzhou City, 
Hubei Province, 
China",Chieh Huang,Yes,Missing/wrong Data,FALSE,,TRUE,1,2,0,68.6,59,67,60,62.20,NoAdequacy,Missing adequacy,06.04.2023,05.05.2023,15,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Serioplast Italy S.p.A.,rec73ZlwlylAFwCnr,GMP_PACKAGING,10/03/2023,,10/03/2023,,"Via Lodi, 8, 
24044, Dalmine, 
Italy",Omar Taha,Yes,Missing/wrong Data,FALSE,,TRUE,3,2,0,61.9,59,56,67,61.15,NoAdequacy,Missing adequacy,30.03.2023,19.05.2023,36,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Roberts Metal Packaging ,rec4unyCjdKGMCq8K,GMP_PACKAGING,13/03/2023,,13/03/2023,,"Unit 1 Birchmere Business Park Nathan Way, Thamesmead, 
SE28 0AF, London, 
United Kingdom",Victoria,Yes,Missing/wrong Data,FALSE,,TRUE,3,1,0,72.9,42,56,54,51.70,NoAdequacy,Missing adequacy,03.04.2023,25.05.2023,38,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Thermo Fisher Scientific New Zealand Limited,recq5MDIJpP8FMfNE,ISO_9001,13/03/2023,,13/03/2023,,"18- 24 Botha Road, 
1061, Penrose, Auckland, 
New Zealand",Anne Germer,Yes,Missing/wrong Data,FALSE,,TRUE,3,2,0,61.9,59,42,60,53.45,NoAdequacy,Missing adequacy,03.04.2023,04.05.2023,17,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Teva Czech Industries S.R.O.,rec7SK6e6grelcJUC,GMP_API,14/03/2023,,14/03/2023,,"Ostravská 305/29, 
74770, Opava-Komárov, 
Czech Republic",Ania Jaworska,Yes,78.29,TRUE,,FALSE,3,0,0,85.7,67,67,54,61.80,Good,85,31.03.2023,24.04.2023,10,80.84,TRUE,TRUE,TRUE,Gold,TRUE,FALSE
Adare Pharmaceuticals Inc,recLBwcniGBl8uj8L,GMP_FDF,14/03/2023,15/03/2023,14/03/2023 - 15/03/2023,,"845 Center Drive, 
45377, Vandalia, 
Ohio, 
United States",Ania Jaworska,Yes,Missing/wrong Data,FALSE,,TRUE,1,0,0,95.0,67,67,60,64.20,NoAdequacy,Missing adequacy,31.03.2023,21.07.2023,98,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,TRUE,FALSE
Bioxera Pharma Pvt. Ltd.,recDLgfLKbnJ04kmd,GMP_API,14/03/2023,,14/03/2023,,"Plot No N 57 Additional MIDC, 
421506, Ambernath (East), 
Maharashtra, 
India",,Yes,Missing/wrong Data,FALSE,,TRUE,3,4,0,44.8,67,67,47,59.00,NoAdequacy,Missing adequacy,30.03.2023,10.05.2023,27,Missing/Wrong CAPA data,TRUE,TRUE,FALSE,Not calculated,FALSE,FALSE
