status,monographNumber,englishName,latinName,substance,certificateHolder,cepNumber,cepType,cepStatus,cepIssueDate,cepEndDate,closureDateLastProcedure
In use,1208,Fenbendazole for veterinary use,Fenbendazolum ad usum veterinarium,Fenbendazole for veterinary use,Shaanxi Hanjiang Pharmaceutical Group Co.; Ltd. Hanzhong City CN,R1-CEP 2001-271 - Rev 03,Chemical,Withdrawn by Holder,11/01/2017,12/07/2024,11/01/2017
In use,1208,Fenbendazole for veterinary use,Fenbendazolum ad usum veterinarium,Fenbendazole for veterinary use,LASA SUPERGENERICS LIMITED Mahad IN,R1-CEP 2013-184 - Rev 00,Chemical,Valid,16/01/2020,,16/01/2020
In use,1208,Fenbendazole for veterinary use,Fenbendazolum ad usum veterinarium,Fenbendazole for veterinary use; Process-II,SEQUENT SCIENTIFIC LIMITED Thane IN,R0-CEP 2021-357 - Rev 01,Chemical,Withdrawn by Holder,30/03/2023,14/05/2024,30/03/2023
In use,1208,Fenbendazole for veterinary use,Fenbendazolum ad usum veterinarium,Fenbendazole for veterinary use; Process 2,Shaanxi Hanjiang Pharmaceutical Group Co.; Ltd. Hanzhong  CN,CEP 2018-250 - Rev 02,Chemical,Valid,22/04/2024,,22/04/2024
In use,1208,Fenbendazole for veterinary use,Fenbendazolum ad usum veterinarium,Fenbendazole for veterinary use,JIANGSU BAOZONG & BAODA PHARMACHEM CO.; LTD. Changjiang CN,CEP 2002-205 - Rev 01,Chemical,Valid,23/07/2024,,23/07/2024
In use,1208,Fenbendazole for veterinary use,Fenbendazolum ad usum veterinarium,Fenbendazole for veterinary use,SEQUENT SCIENTIFIC LIMITED Mumbai IN,CEP 2004-212 - Rev 05,Chemical,Valid,21/03/2025,,21/03/2025
In use,1209,Fenbufen,Fenbufenum,,,,,,,,
In use,121,Potassium permanganate,Kalii permanganas,,,,,,,,
In use,1210,Fentanyl,Fentanylum,Fentanyl,RUSAN PHARMA LTD Mumbai IN,R0-CEP 2005-164 - Rev 00,Chemical,Withdrawn by EDQM Failure to CEP procedure,06/10/2008,13/11/2012,07/10/2008
In use,1210,Fentanyl,Fentanylum,Fentanyl,N.V. ORGANON Oss NL,R1-CEP 2003-080 - Rev 00,Chemical,Withdrawn by Holder,19/01/2009,25/04/2016,02/05/2011
In use,1210,Fentanyl,Fentanylum,Fentanyl,Johnson Matthey Pharmaceutical Materials West Deptford US,R1-CEP 2000-141 - Rev 03,Chemical,Valid,04/03/2013,,28/09/2018
In use,1210,Fentanyl,Fentanylum,Fentanyl,Kern Pharma; S.L. Terrassa ES,R1-CEP 2008-136 - Rev 00,Chemical,Valid,22/07/2014,,31/08/2021
In use,1210,Fentanyl,Fentanylum,Fentanyl,MACFARLAN SMITH LIMITED Edinburgh GB,R1-CEP 2007-158 - Rev 01,Chemical,Valid,14/10/2014,,27/07/2018
In use,1210,Fentanyl,Fentanylum,Fentanyl,JANSSEN PHARMACEUTICA NV Beerse BE,R1-CEP 1998-044 - Rev 03,Chemical,Valid,18/01/2018,,04/05/2018
In use,1210,Fentanyl,Fentanylum,Fentanyl,Fine Chemicals Corporation (Pty) Ltd. Cape Town ZA,R1-CEP 2005-233 - Rev 03,Chemical,Valid,04/10/2018,,18/09/2020
In use,1210,Fentanyl,Fentanylum,Fentanyl,CAMBREX CHARLES CITY; INC. Charles City US,R1-CEP 2004-288 - Rev 03,Chemical,Valid,25/05/2020,,07/12/2023
In use,1210,Fentanyl,Fentanylum,Fentanyl,CURIA WISCONSIN; INC. Grafton US,R1-CEP 2005-044 - Rev 03,Chemical,Valid,27/08/2021,,02/04/2024
In use,1210,Fentanyl,Fentanylum,Fentanyl,Rusan Pharma Ltd. Mumbai IN,R1-CEP 2016-018 - Rev 00,Chemical,Valid,20/05/2022,,20/05/2022
In use,1210,Fentanyl,Fentanylum,Fentanyl,YICHANG HUMANWELL PHARMACEUTICAL CO.; LTD. Yichang CN,R0-CEP 2021-136 - Rev 00,Chemical,Valid,30/06/2022,,02/05/2024
In use,1210,Fentanyl,Fentanylum,Fentanyl,SPECGX LLC Webster Groves US,CEP 2005-260 - Rev 03,Chemical,Valid,14/02/2024,,14/02/2024
In use,1210,Fentanyl,Fentanylum,Fentanyl,AREVIPHARMA GMBH Radebeul DE,CEP 2005-153 - Rev 04,Chemical,Valid,04/04/2024,,04/04/2024
In use,1211,Fenticonazole nitrate,Fenticonazoli nitras,Fenticonazole nitrate,OPTIMUS DRUGS PRIVATE LIMITED Hyderabad IN,R1-CEP 2013-056 - Rev 00,Chemical,Withdrawn by Holder,24/10/2019,12/08/2021,24/10/2019
In use,1211,Fenticonazole nitrate,Fenticonazoli nitras,Fenticonazole nitrate; FCZ code process,OPTIMUS DRUGS PRIVATE LIMITED Hyderabad IN,CEP 2020-046 - Rev 02,Chemical,Valid,04/03/2024,,04/03/2024
In use,1211,Fenticonazole nitrate,Fenticonazoli nitras,Fenticonazole nitrate; Micronised,PHARMASYNTHESE Saint Pierre Les Elbeuf FR,CEP 2015-157 - Rev 01,Chemical,Valid,20/03/2024,,20/03/2024
In use,1211,Fenticonazole nitrate,Fenticonazoli nitras,Fenticonazole nitrate,PMC ISOCHEM Vert Le Petit FR,CEP 2015-291 - Rev 01,Chemical,Valid,10/04/2024,,10/04/2024
In use,1211,Fenticonazole nitrate,Fenticonazoli nitras,Fenticonazole nitrate,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A. Milano IT,CEP 2014-374 - Rev 01,Chemical,Valid,17/04/2024,,17/04/2024
In use,1212,Fluocortolone pivalate,Fluocortoloni pivalas,,,,,,,,
In use,1213,Fluorescein sodium,Fluoresceinum natricum,Fluorescein Sodium,ICROM S.R.L. Concorezzo IT,R1-CEP 2017-121 - Rev 00,Chemical,Valid,03/07/2023,,03/07/2023
In use,1214,Frangula bark dry extract; standardised,Frangulae corticis extractum siccum normatum,,,,,,,,
In use,1215,Galactose,Galactosum,Galactose,Roche Diagnostics GmbH Penzberg DE,R1-CEP 1997-098 - Rev 02,Chemical,Withdrawn by Holder,01/12/2010,10/08/2016,01/12/2010
In use,1216,Garlic powder,Allii sativi bulbi pulvis,,,,,,,,
In use,1217,Elder flower,Sambuci flos,,,,,,,,
In use,1218,Guar,Cyamopsidis seminis pulvis,,,,,,,,
In use,1219,Haemophilus type b conjugate vaccine,Vaccinum haemophili stirpis b coniugatum,,,,,,,,
Suppressed from the Ph. Eur.,122,Krypton (85Kr) injection,Kryptoni (85Kr) solutio iniectabilis,,,,,,,,
In use,1220,Hawthorn berries,Crataegi fructus,,,,,,,,
In use,1221,Hexetidine,Hexetidinum,Hexetidine,Dishman Pharmaceuticals and Chemicals Limited Ahmedabad IN,R0-CEP 2010-238 - Rev 00,Chemical,Withdrawn by Holder,10/09/2012,26/05/2016,10/09/2012
In use,1221,Hexetidine,Hexetidinum,Hexetidine,CURIA FRANCE S.A.S. Bon-Encontre FR,R1-CEP 2005-238 - Rev 03,Chemical,Valid,25/08/2022,,25/08/2022
In use,1222,Hop strobile,Lupuli flos,,,,,,,,
In use,1223,Human coagulation factor IX,Factor IX coagulationis humanus,,,,,,,,
In use,1224,Human coagulation factor VII,Factor VII coagulationis humanus,,,,,,,,
In use,1225,Hydroxyethyl salicylate,Hydroxyethylis salicylas,Hydroxyethyl salicylate,UBE CORP. Ube JP,CEP 2014-078 - Rev 02,Chemical,Valid,10/03/2025,,10/03/2025
In use,1226,Imipenem monohydrate,Imipenemum monohydricum,Imipenem monohydrate; Chemical synthesis; Sterile,SANDOZ PRIVATE LIMITED Navi Mumbai IN,R0-CEP 2010-170 - Rev 00,Chemical,Withdrawn by Holder,12/06/2012,05/04/2013,12/06/2012
In use,1226,Imipenem monohydrate,Imipenemum monohydricum,Imipenem monohydrate; Sterile,ZHUHAI UNITED LABORATORIES CO.; LTD. Sanzao Town CN,R1-CEP 2010-163 - Rev 01,Chemical,Withdrawn by Holder,26/10/2018,09/09/2020,26/10/2018
In use,1226,Imipenem monohydrate,Imipenemum monohydricum,Imipenem monohydrate; Sterile,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,CEP 2008-325 - Rev 03,Chemical,Valid,20/03/2024,,20/03/2024
In use,1227,Indium (111In) chloride solution,Indii (111In) chloridi solutio,,,,,,,,
In use,1228,Intraruminal delivery systems,Praeparationes intraruminales,,,,,,,,
In use,1229,Java tea,Orthosiphonis folium,,,,,,,,
In use,123,Sodium benzoate,Natrii benzoas,Sodium benzoate,SIGMA-ALDRICH IRELAND LTD Arklow IE,R1-CEP 2016-144 - Rev 00,Chemical,Valid,06/01/2022,,25/01/2024
In use,1230,Lactulose,Lactulosum,Lactulose,Inalco SpA Milano IT,R0-CEP 2001-238 - Rev 01,Chemical,Expired,15/11/2004,08/10/2007,08/10/2007
In use,1230,Lactulose,Lactulosum,Lactulose,Fresenius Kabi Austria GmbH Linz AT,R1-CEP 2002-236 - Rev 03,Chemical,Valid,11/10/2017,,10/04/2024
In use,1231,Lauroyl macrogolglycerides,Macrogolglyceridorum laurates,,,,,,,,
In use,1232,Linoleoyl macrogolglycerides,Macrogolglyceridorum linoleates,,,,,,,,
In use,1233,Lovage root,Levistici radix,,,,,,,,
In use,1234,Macrogol stearate,Macrogoli stearas,,,,,,,,
In use,1235,Maltitol,Maltitolum,,,,,,,,
In use,1236,Maltitol; liquid,Maltitolum liquidum,,,,,,,,
In use,1237,Maprotiline hydrochloride,Maprotilini hydrochloridum,Maprotiline hydrochloride,OLON S.P.A. Rodano IT,CEP 2006-290 - Rev 09,Chemical,Valid,06/03/2025,,06/03/2025
In use,1238,Air; medicinal,Aer medicinalis,,,,,,,,
In use,1239,Chewing gums; medicated,Masticabilia gummis medicata,,,,,,,,
In use,124,Sodium pertechnetate (99mTc) injection (fission),Natrii pertechnetatis (99mTc) fissione formati solutio iniectabilis,,,,,,,,
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid,Ningbo Smart Pharmaceutical Co.; Ltd. Ningbo CN,R1-CEP 2000-043 - Rev 01,Chemical,Withdrawn by EDQM Failure to CEP procedure,10/12/2007,18/02/2011,18/02/2011
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid,Wisdom Pharmaceutical Co.; Ltd. Haimen CN,R0-CEP 2012-332 - Rev 01,Chemical,Expired,11/02/2015,08/09/2019,19/09/2019
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid,DONG BANG FUTURE TECH & LIFE CO.; LTD. Hwaseong-si KR,R1-CEP 2004-296 - Rev 06,Chemical,Valid,15/12/2021,,15/12/2021
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid; Product code: 05P,SOLARA ACTIVE PHARMA SCIENCES LIMITED Chennai IN,R1-CEP 2015-232 - Rev 00,Chemical,Valid,28/01/2022,,28/01/2022
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid,Wanbury Limited Vashi; Navi Mumbai IN,R1-CEP 2008-213 - Rev 04,Chemical,Valid,21/03/2023,,16/11/2023
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid,BEIJING JINCHENG TAIER PHARMACEUTICAL CO.; LTD. Beiwu Town CN,R0-CEP 2022-372 - Rev 00,Chemical,Valid,31/08/2023,,31/08/2023
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid,SOLARA ACTIVE PHARMA SCIENCES LIMITED Chennai IN,CEP 2007-011 - Rev 07,Chemical,Valid,28/09/2023,,28/09/2023
In use,1240,Mefenamic acid,Acidum mefenamicum,Mefenamic acid; Coarse; powder and micronised grade,YUNG ZIP CHEMICAL IND. CO.; LTD. Taichung TW,CEP 2010-094 - Rev 05,Chemical,Valid,12/09/2024,,12/09/2024
In use,1241,Mefloquine hydrochloride,Mefloquini hydrochloridum,Mefloquine hydrochloride,OLON S.P.A. Rodano IT,CEP 2011-099 - Rev 05,Chemical,Valid,28/02/2025,,28/02/2025
In use,1242,Mepivacaine hydrochloride,Mepivacaini hydrochloridum,Mepivacaine hydrochloride,SIEGFRIED EVIONNAZ SA Evionnaz CH,R1-CEP 2001-305 - Rev 04,Chemical,Valid,08/11/2018,,31/05/2023
In use,1242,Mepivacaine hydrochloride,Mepivacaini hydrochloridum,Mepivacaine hydrochloride,Moehs Iberica S.L. Rubi ES,R1-CEP 2004-205 - Rev 02,Chemical,Valid,08/11/2018,,02/12/2021
In use,1242,Mepivacaine hydrochloride,Mepivacaini hydrochloridum,Mepivacaine hydrochloride,S.I.M.S. S.R.L. Reggello IT,R1-CEP 2010-129 - Rev 02,Chemical,Valid,01/08/2019,,01/08/2019
In use,1242,Mepivacaine hydrochloride,Mepivacaini hydrochloridum,Mepivacaine hydrochloride,PCAS Ecully FR,R0-CEP 2020-154 - Rev 00,Chemical,Valid,11/01/2023,,11/01/2023
In use,1243,Mitoxantrone hydrochloride,Mitoxantroni hydrochloridum,Mitoxantrone hydrochloride,SICOR DE MEXICO SA DE CV Lerma MX,R1-CEP 2001-270 - Rev 01,Chemical,Valid,12/06/2009,,16/06/2009
In use,1243,Mitoxantrone hydrochloride,Mitoxantroni hydrochloridum,Mitoxantrone hydrochloride,CIPLA LIMITED Mumbai IN,R1-CEP 2007-091 - Rev 01,Chemical,Withdrawn by Holder,26/09/2014,17/08/2016,29/09/2014
In use,1243,Mitoxantrone hydrochloride,Mitoxantroni hydrochloridum,Mitoxantrone hydrochloride,Chongqing Carelife Pharmaceutical Co. Ltd. Chongqing CN,R1-CEP 2001-143 - Rev 05,Chemical,Valid,29/06/2021,,19/01/2023
In Use,1244,Morphine hemisulfate 2.5-hydrate,Morphini hemisulfas 2.5-hydricus,Morphine hemisulfate 2.5-hydrate,ALCALIBER S.A.U. Madrid ES,CEP 2013-312 - Rev 01,Chemical,Valid,23/01/2024,,18/06/2024
In Use,1244,Morphine hemisulfate 2.5-hydrate,Morphini hemisulfas 2.5-hydricus,Morphine hemisulfate 2.5-hydrate,FRANCOPIA Paris FR,CEP 2000-126 - Rev 07,Chemical,Valid,26/04/2024,,26/04/2024
In Use,1244,Morphine hemisulfate 2.5-hydrate,Morphini hemisulfas 2.5-hydricus,Morphine hemisulfate 2.5-hydrate,SIEGFRIED AG Zofingen CH,CEP 2005-211 - Rev 02,Chemical,Valid,13/05/2024,,13/05/2024
In Use,1244,Morphine hemisulfate 2.5-hydrate,Morphini hemisulfas 2.5-hydricus,Morphine hemisulfate 2.5-hydrate,S.A.L.A.R.S. S.p.A. Como IT,CEP 2011-118 - Rev 02,Chemical,Valid,27/05/2024,,27/05/2024
In Use,1244,Morphine hemisulfate 2.5-hydrate,Morphini hemisulfas 2.5-hydricus,Morphine hemisulfate 2.5-hydrate,MACFARLAN SMITH LIMITED Edinburgh GB,CEP 2001-239 - Rev 07,Chemical,Valid,20/06/2024,,20/06/2024
In Use,1244,Morphine hemisulfate 2.5-hydrate,Morphini hemisulfas 2.5-hydricus,Morphine hemisulfate 2.5-hydrate,SANECA PHARMACEUTICALS A.S. Hlohovec SK,CEP 2010-061 - Rev 04,Chemical,Valid,12/12/2024,,12/12/2024
In use,1245,Nimodipine,Nimodipinum,Nimodipine,SIEGFRIED LTD Zofingen CH,R0-CEP 1999-105 - Rev 02,Chemical,Withdrawn by Holder,06/12/2004,22/08/2005,22/08/2005
In use,1245,Nimodipine,Nimodipinum,Nimodipine,BIOPHORE INDIA PHARMACEUTICALS PVT. LTD. Hyderabad IN,R0-CEP 2020-353 - Rev 00,Chemical,Valid,25/10/2022,,25/10/2022
In use,1245,Nimodipine,Nimodipinum,Nimodipine,Union Quimico Farmaceutica; S.A. (Uquifa S.A.) Barcelona ES,CEP 2004-272 - Rev 03,Chemical,Valid,04/10/2023,,04/10/2023
In use,1245,Nimodipine,Nimodipinum,Nimodipine,LUSOCHIMICA S.P.A. Lomagna IT,CEP 2022-403 - Rev 00,Chemical,Valid,24/01/2024,,24/01/2024
In use,1246,Nitrendipine,Nitrendipinum,Nitrendipine,SIEGFRIED LTD Zofingen CH,R1-CEP 1999-041 - Rev 01,Chemical,Withdrawn by Holder,28/10/2009,23/04/2012,28/10/2009
In use,1246,Nitrendipine,Nitrendipinum,Nitrendipine,Inke; S.A. Castellbisbal ES,R1-CEP 2000-132 - Rev 01,Chemical,Valid,20/06/2012,,21/06/2012
In use,1246,Nitrendipine,Nitrendipinum,Nitrendipine,EGIS Pharmaceuticals PLC Budapest HU,R0-CEP 2019-209 - Rev 00,Chemical,Valid,02/09/2020,,29/07/2022
In use,1246,Nitrendipine,Nitrendipinum,Nitrendipine,Union Quimico Farmaceutica; S.A. (Uquifa S.A.) Barcelona ES,R1-CEP 2017-032 - Rev 00,Chemical,Valid,24/03/2023,,24/03/2023
In use,1247,Nitrogen,Nitrogenium,Nitrogen,Air Liquide Paris FR,R1-CEP 2004-180 - Rev 00,Chemical,Valid,25/06/2010,,25/06/2010
In use,1247,Nitrogen,Nitrogenium,Nitrogen,MESSER FRANCE Suresnes FR,R1-CEP 2010-017 - Rev 00,Chemical,Valid,21/09/2016,,21/09/2016
In use,1247,Nitrogen,Nitrogenium,Nitrogen,AIR PRODUCTS Saint Quentin Fallavier FR,R1-CEP 2007-041 - Rev 02,Chemical,Valid,31/07/2019,,31/07/2019
In use,1247,Nitrogen,Nitrogenium,Nitrogen,SOL S.P.A. Monza IT,R1-CEP 2014-312 - Rev 00,Chemical,Valid,10/03/2021,,10/03/2021
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin,Smruthi Organics Limited Solapur IN,R1-CEP 2001-409 - Rev 02,Chemical,Withdrawn by EDQM Failure to CEP procedure,01/04/2010,13/12/2013,22/09/2011
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,R1-CEP 1999-167 - Rev 02,Chemical,Withdrawn by Holder,04/10/2011,20/04/2012,04/10/2011
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin,KRKA; d.d.; Novo mesto Novo mesto SI,R1-CEP 2000-270 - Rev 04,Chemical,Withdrawn by Holder,14/03/2013,26/01/2021,14/03/2013
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin,CIPLA LIMITED Mumbai IN,R1-CEP 2001-375 - Rev 03,Chemical,Withdrawn by Holder,28/07/2014,17/08/2016,12/05/2015
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin,NAKODA CHEMICALS LIMITED Hyderabad IN,CEP 2017-206 - Rev 02,Chemical,Valid,17/01/2024,,17/01/2024
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin,ZHEJIANG LEPU PHARMACEUTICAL CO.; LTD Taizhou City CN,CEP 2006-037 - Rev 04,Chemical,Valid,19/02/2024,,12/11/2024
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin; Product code 312008,KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO Novo mesto SI,CEP 2021-140 - Rev 02,Chemical,Valid,17/03/2025,,17/03/2025
In use,1248,Norfloxacin,Norfloxacinum,Norfloxacin; Product code 312025,KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO Novo mesto SI,CEP 2021-141 - Rev 02,Chemical,Valid,17/03/2025,,18/03/2025
In use,1249,Oleoyl macrogolglycerides,Macrogolglyceridorum oleates,,,,,,,,
In use,125,Radiopharmaceutical preparations,Radiopharmaceutica,,,,,,,,
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with α-tocopherol,EPAX AS Oslo NO,R0-CEP 2012-244 - Rev 00,Chemical,Withdrawn by Holder,23/10/2013,03/04/2017,23/10/2013
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with antioxidant α-tocopherol,Croda Europe Limited Leek GB,R1-CEP 2010-230 - Rev 01,Chemical,Valid,23/08/2017,,23/08/2017
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; Code K85EE - containing alpha tocopherol as antioxidant,BASF AS Oslo NO,R1-CEP 2008-132 - Rev 04,Chemical,Valid,21/01/2020,,25/07/2023
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; Code 03 K85EE - containing alpha tocopherol as antioxidant,BASF AS Oslo NO,R1-CEP 2008-330 - Rev 04,Chemical,Valid,21/01/2020,,25/07/2023
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90,SOLUTEX GC; S.L. Mallen ES,R1-CEP 2014-007 - Rev 00,Chemical,Valid,28/05/2020,,28/05/2020
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; Grade RF07800; with tocopherols,Croda Europe Limited Leek GB,R1-CEP 2015-057 - Rev 00,Chemical,Valid,16/07/2020,,16/07/2020
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; RF08200; with mixed tocopherols,Croda Europe Limited Leek GB,R1-CEP 2015-267 - Rev 00,Chemical,Valid,26/10/2020,,26/10/2020
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90,CHEMPORT INC. Naju-si KR,R1-CEP 2014-182 - Rev 00,Chemical,Valid,09/02/2021,,10/02/2021
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; RF08000; with antioxidant α-tocopherol,Croda Europe Limited Leek GB,R1-CEP 2016-130 - Rev 00,Chemical,Valid,06/08/2021,,06/08/2021
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with alpha-tocopherol,KINOMEGA BIOPHARM INC. Deyang City CN,R1-CEP 2014-064 - Rev 01,Chemical,Valid,06/12/2021,,06/12/2021
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with RRR-alpha-tocopherol,SHANDONG YUWANG PHARMACEUTICAL CO.; LTD. Yucheng City CN,R0-CEP 2020-332 - Rev 00,Chemical,Valid,29/03/2022,,30/03/2022
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with mixed tocopherols,HUATAI BIOPHARM INC. Deyang City CN,R1-CEP 2017-130 - Rev 01,Chemical,Valid,05/01/2023,,15/04/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with RRR-alpha-tocopherol,HUATAI BIOPHARM INC. Deyang City CN,R1-CEP 2014-323 - Rev 02,Chemical,Valid,09/01/2023,,15/04/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; with 0.03% RRR-alpha-tocopherol,HUATAI BIOPHARM INC. Deyang City CN,R1-CEP 2017-120 - Rev 01,Chemical,Valid,10/01/2023,,15/04/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; With mixed tocopherol,SHANDONG TENMORE TRADING CO.; LTD. Linyi City CN,R1-CEP 2016-033 - Rev 00,Chemical,Valid,21/02/2023,,21/02/2023
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; With all-rac-alpha-tocopherol 0.4%,SICHUAN GOWELL PHARMACEUTICAL CO.; LTD. Meishan City CN,CEP 2022-448 - Rev 00,Chemical,Valid,16/07/2024,,16/07/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; Containing alpha tocopherol,K.D. PHARMA BEXBACH GMBH Bexbach DE,CEP 2009-327 - Rev 04,Chemical,Valid,19/08/2024,,19/08/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; Containing mixed tocopherols,K.D. PHARMA BEXBACH GMBH Bexbach DE,CEP 2009-328 - Rev 04,Chemical,Valid,19/08/2024,,19/08/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; Containing app. 0.03% alpha tocopherol,K.D. PHARMA BEXBACH GMBH Bexbach DE,CEP 2015-118 - Rev 02,Chemical,Valid,20/08/2024,,20/08/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; With mixed tocopherol,KINOMEGA BIOPHARM INC. Deyang City CN,CEP 2024-242 - Rev 00,Chemical,Valid,11/09/2024,,11/09/2024
In use,1250,Omega-3-acid ethyl esters 90,Omega-3 acidorum esteri ethylici 90,Omega-3-acid ethyl esters 90; With alpha-tocopherol,SHANDONG TENMORE TRADING CO.; LTD. Linyi CN,CEP 2019-121 - Rev 02,Chemical,Valid,18/09/2024,,18/09/2024
In use,1251,Oxybuprocaine hydrochloride,Oxybuprocaini hydrochloridum,Oxybuprocaine hydrochloride,SIEGFRIED EVIONNAZ SA Evionnaz CH,R0-CEP 2022-104 - Rev 00,Chemical,Valid,31/08/2023,,31/08/2023
In use,1251,Oxybuprocaine hydrochloride,Oxybuprocaini hydrochloridum,Oxybuprocaine hydrochloride,C-SQUARED PHARMA LIMITED Cork IE,CEP 2024-330 - Rev 00,Chemical,Valid,09/01/2025,,09/01/2025
In use,1252,Parnaparin sodium,Parnaparinum natricum,,,,,,,,
In use,1253,Phenytoin,Phenytoinum,Phenytoin,KATWIJK CHEMIE BV Katwijk ZH NL,R1-CEP 2010-244 - Rev 01,Chemical,Valid,05/11/2018,,05/11/2018
In use,1254,Pimozide,Pimozidum,Pimozide,JANSSEN PHARMACEUTICA NV Beerse BE,R1-CEP 1999-010 - Rev 05,Chemical,Withdrawn by Holder,08/01/2018,03/05/2023,09/01/2018
In use,1254,Pimozide,Pimozidum,Pimozide,VASUDHA PHARMA CHEM LIMITED Hyderabad IN,R1-CEP 2013-279 - Rev 00,Chemical,Valid,05/08/2021,,29/01/2024
In use,1254,Pimozide,Pimozidum,Pimozide,OLON S.P.A. Rodano IT,CEP 2015-384 - Rev 01,Chemical,Valid,01/07/2024,,10/12/2024
In use,1255,Pyridostigmine bromide,Pyridostigmini bromidum,Pyridostigmine bromide,EVONIK DEGUSSA GMBH Essen DE,R0-CEP 2005-139 - Rev 03,Chemical,Expired,05/12/2007,07/06/2012,25/02/2009
In use,1255,Pyridostigmine bromide,Pyridostigmini bromidum,Pyridostigmine bromide,PATHEON AUSTRIA GMBH & CO. KG Linz AT,R1-CEP 2003-117 - Rev 03,Chemical,Valid,15/12/2016,,15/12/2016
In use,1255,Pyridostigmine bromide,Pyridostigmini bromidum,Pyridostigmine bromide,HAS HEALTHCARE ADVANCED SYNTHESIS SA Biasca CH,R1-CEP 2001-348 - Rev 04,Chemical,Valid,01/03/2022,,01/03/2022
In use,1255,Pyridostigmine bromide,Pyridostigmini bromidum,Pyridostigmine bromide,Procos S.P.A. Cameri IT,CEP 2009-211 - Rev 01,Chemical,Valid,17/11/2023,,17/11/2023
In use,1255,Pyridostigmine bromide,Pyridostigmini bromidum,Pyridostigmine bromide,MAITHRI LABORATORIES PRIVATE LIMITED Gaddapotharam Village IN,CEP 2021-085 - Rev 01,Chemical,Valid,03/05/2024,,03/05/2024
