ceapp_id_supplier,ceapp_id_supplier_site,ceapp_supplier_name,ceapp_supplier_site_name
181,355,SI Group,"SI Group, Inc."
261,552,Charles River,Charles River Laboratories Inc. - Site Horsam
781,1635,Alven Laboratories,Alven Laboratories s.r.o.
13,30,Amino Chemicals,Amino Chemicals Ltd
201,2024,Nipro,Nipro PharmaPackaging Americas Corp. - Site Chase City
545,1368,Van Eerd B.V.,Van Eerd B.V. - Site Tillburg 2
1489,2450,Medinex Laboratories,Medinex Laboratories Private Limited
2406,3590,STRUBL,Strubl GmbH & Co. KG
814,1670,Bell Flavors & Fragrances,Bell Flavors & Fragrances Germany GmbH
1486,2447,Medidata Solutions,Medidata Solutions
105,1505,Dr. Pfleger Arzneimittel,Dr. Pfleger Arzneimittel - Site Bamberg
541,1358,Tradebe,Tradebe Knowsley - Site Merseyside
1428,2377,Sunshine Tianjin Produce,Sunshine (Tianjin) Produce Limited
116,696,Merck,Sigma-Aldrich Chemie GmbH
2123,3269,Novocol Pharma,"Novocol Pharmaceutical of Canada, Inc."
475,1212,Particle Dynamics,"Particle Dynamics Holdings, Inc. - Site Seymour"
1018,1015,Fareva Holding,Fareva France PAU - Site Idron
2038,3141,JPN Pharma,JPN Pharma Pvt Ltd.
1594,2593,Mosselman,Mosselman S.A.
826,1683,BIH Pharmaceuticals,BIH Pharmaceuticals EOOD
1261,2199,HOVON,Stichting Hemato-Oncologie voor Volwassenen Nederland
155,307,Pliva Hrvatska,Pliva Hrvatska D.O.O. - Site  Zagreb
1668,2695,AB-Biotics,AB-Biotics S.A.
1887,2962,Organigram,Organigram Canada - Site Moncton
668,1517,Duttenhöfer Gottlieb,Duttenhöfer T+L GmbH & Co. KG
149,345,SGS Pharma,SGS Lab Simon SA
1854,2924,Daewon Pharm,"Daewon Pharm. Co., Ltd."
1904,2986,Pfanstiehl,"Pfanstiehl, Inc. - Site Waukegan"
1008,3018,Viatris,DPT Laboratories Inc - Site San Antonio
1945,3050,ISP Technologies,ISP Technologies Inc.
1150,2068,Selvita Group,PozLab sp. z o.o.
1947,3053,ISU Abxis,"ISU Abxis Co., Ltd."
1017,1900,Valaji Pharma Chem,Valaji Pharma Chem Pvt Ltd
850,1708,Biose Industrie,Biose Industrie France
606,1447,Abiogen Pharma,Abiogen Pharma S.p.A.
252,492,Aurobindo Pharma Limited,Aurobindo Pharma Limited - Unit 1
2502,3720,Thatcher Group,Thatcher Pharmaceuticals Inc.
2381,3555,Speciální Obaly,Speciální obaly Cheb s.r.o.
59,945,Croda International,Croda Ibérica S.A.
201,2021,Nipro,Nipro PharmaPackaging France S.A.S. - Site Lucenay-Les-Aix
116,753,Merck,"Merck Life Science Technologies Nantong Co., Ltd"
286,700,Siegfried,Siegfried Pharmaceuticals Co. Ltd. - Site Nantong
1600,2586,MKT Lewin Industries,MKT Lewin Industries GmbH
1490,2451,Meding,Meding GmbH
2342,3486,Selectchemie,Selectchemie AG
443,1141,Liveo Research,Liveo Research GmbH - Site Bötzingen
870,1727,BSI Business Systems Integration,BSI Business Systems Integration AG
251,477,Aarti Drugs Limited,Aarti Drugs Limited - Plot Nr. 198
277,674,Synthimed Labs Private,Synthimed Labs Private Ltd - Site Punjab
2325,3565,SRF,SRF Limited
528,1329,STERIS,"STERIS Barrier Products Solutions, Inc"
609,1450,Accentis Pharma,Accentis Pharma Algérie
1235,2164,Colorcon,Healthcare Packaging US Inc.
336,891,bioMérieux,bioMérieux France SA
2533,3769,Aptar Villingen,Aptar Villingen GmbH
426,1120,Kimberly-Clark,"Kimberly-Clark Worldwide, Inc."
322,861,Alloga,Alloga Logifarma Netherlands B.V.
197,1046,Gerresheimer,Gerresheimer Spain - Site Zaragoza
626,1467,Aiglon,Aiglon SAS - Site Synteal
337,893,Biovet JSC,Biovet JSC - Site Peshtera
2127,3250,Nussbaum Matzingen,Nussbaum Matzingen AG
1896,2976,Pacific Pharmaceuticals,Pacific Pharmaceuticals Ltd
169,1287,Sandoz,Sandoz Romania S.r.l.
547,2568,Micro Labs,Micro Labs Ltd - Site Goa
1395,2339,Shandong Keyuan Pharmaceutical,"Shandong Linuo Technical Glass Co., Ltd"
673,1524,Eckert & Ziegler,Eckert & Ziegler - Site Berlin
2577,3823,INEOS Manufcturing France,INEOS Manufcturing France
257,524,Brenntag,"Brenntag Química, S.A.U"
254,502,Faller Packaging,August Faller GmbH & Co. KG - Site Schopfheim
241,438,Frey + Lau,Frey + Lau GmbH
119,3798,MM Packaging,MM Fiber Packaging - Site Montcada
236,416,W.R. Grace & Co,W.R. Grace & Co.
1058,1950,TriLink BioTechnologies,TriLink BioTechnologies LLC
1913,3001,Pharmaceutic Litho & Label Company,Pharmaceutic Litho & Label Company Inc
219,384,Syn-Tech Chem. & Pharm,"Syn-Tech Chem. & Pharm. Co., Ltd."
662,1511,Druckhaus Engel,Druckhaus Engel online GmbH
832,1689,Biodeg Chemical,Biodeg Chemical Co LTD
261,556,Charles River,Charles River Microbial Solutions Germany GmbH
2345,3491,Serag-Wiessner,Serag-Wiessner GmbH & Co. KG
43,103,Lonza,Lonza-Capsugel France SaS
351,918,Air Liquide,Air Liquide France Industrie
2266,3454,Sanitars,SANITARS S.p.A.
267,2932,Olon,Derivados Químicos SAU
1963,3023,Gawa Forwarding Logistics,Gava Airfarm Logistics FZCO
357,929,BENEO,BENEO Belgium
172,332,SAUER Polymertechnik,SAUER Polymertechnik GmbH & Co. KG
2649,3879,Sanmark,Sanmark
1333,2270,Jiangyin Propack Packing,"Jiangyin Propack Packing Co., Ltd."
1326,2262,Jiangxi Dongfeng Pharmaceutical,"Jiangxi Dongfeng Pharmaceutical, Co. Ltd."
1138,2054,Pleasure Latex Products,Pleasure Latex Products Sdn. Bhd.
1066,1959,Til Healthcare,Til Healthcare Private Limited
913,1778,GMP,General Manipulados Plásticos
262,558,DHL,DHL Global Forwarding France SAS
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd."
370,969,Dow Chemical,Dow France S.A.S.
1376,2317,Yangzhou Princechem,"Yangzhou Princechem Co., Ltd"
2525,3755,Avara Pharmaceutical Services,Avara Liscate Pharmaceutical S.p.A
152,329,Sanofi,Sanofi-Aventis Deutschland GmbH - Chemistry Unit
110,2552,MEGGLE,Meggle USA
34,90,Bormioli Pharma,Bormioli Pharma France
768,1620,Alcura Health,Alcura Health España S.A
2532,3768,CHROMICENT,CHROMICENT GmbH - Site Berlin
1465,2421,KRKA,"Krka, d. d."
77,192,Dipharma Francis,Dipharma Francis  - Site Caronno Pertusella
58,141,Constantia Flexibles,Constantia Louvain Sprl
396,1037,G.L. Pharma,G.L. Pharma GmbH - Lannach
541,1357,Tradebe,Tradebe Healthcare - Site Wrexham
2147,3233,Pharmaron,Pharmaron Manufacturing Services (UK) Ltd. - Site Rushden
2092,3239,MundiPharma,MundiPharma Laboratories Gmbh
770,1623,Alfasigma Global,Alfasigma S.p.A.
630,1474,Akteneinlagerung Weilhammer,Akteneinlagerung Weilhammer GmbH
2160,3270,piCHEM,piCHEM Forschungs- und Entwicklungs GmbH
416,1091,Intrograf,Intrograf Lublin S.A. - Site 2
2372,3542,Sonoco Europe,Sonoco Consumer Products Europe GmbH
340,899,Cadila Pharmaceuticals,Cadila Pharmaceuticals ltd - Site Mumbai
677,1528,Eirgen Pharma,Eirgen Pharma Limited
254,503,Faller Packaging,August Faller GmbH & Co. KG - Site Waldkirch
525,1322,SQM,SQM - Site Nueva Victoria
65,152,Imerys Talc,Imerys Talc Spa
926,1793,Gráficas Zurita,Gráficas Zurita S.L.
88,189,Develco Pharma,Develco Pharma GmbH
1821,2871,Arkema Global,Arkema France - Site Honfleur
2447,3648,Yuki Gosei Kogyo,"Yuki Gosei Kogyo Co., Ltd."
1893,2972,Osterreichische Ichthyol Gesellschaft,Osterreichische Ichthyol Gesellschaft
1776,2833,colordruck Baiersbronn,Colordruck Baiersbronn W. Mack GmbH & Co. KG
2017,3126,IPC Dresden,IPC Process-Center GmbH & Co. KG
1860,2935,Desitin,Desitin Arzneimittel GmbH
602,1443,VITIVA,Vitiva proizvodnja in storitve d.o.o.
1381,2322,Reyoung Pharmaceutical,Reyoung Pharmaceutical Co. Ltd. - Site Zibo
2175,3329,Printfa,"Printfa, S.L."
459,1179,Natco Pharma Limited,Natco Pharma Limited - Chemical Division
647,1493,Delamine,Delamine B.V.
40,98,C.P.M. ContractPharma,C.P.M. Contractpharma GmbH
135,2028,Pall Corporation,Pall Life Sciences - Site Fajardo
20,45,Ashland,Ashland Industries Netherlands BV
112,237,Midas Pharma,Midas Pharma GmbH
1482,2440,Medica Packaging,Medica Packaging Limited
815,1671,Beloorbayir Biotech,Beloorbayir Biotech Limited
1449,2402,Kiara Health,Kiara Health Pty Ltd
2144,3217,Pharmakos,Pharmakos Shpk
120,2887,Moehs,Coprima S.L.
2121,3327,Northern Synthesis,Northern Synthesis SIA
324,865,Altan Pharmaceuticals,Altan Pharmaceuticals S.A. - Site Casarrubios Del Monte
1920,3041,Farmos,Farmos Srl
646,1491,Decoexsa,Decoexsa Logistics
299,767,Macleods Pharmaceuticals,Macleods Pharmaceuticals Limited - Site Baddi
135,599,Pall Corporation,Pall Corporation - Site Ilfracombe
1598,2589,Möller Pharma,Moeller Pharma GmbH & Co. KG
523,1319,SPI Pharma,SPI Pharma SAS
2193,3350,Ecogreen Oleochemicals,PT. Ecogreen Oleochemicals
528,2674,STERIS,Steris France - Site La Chapelle St Mesmin
194,431,Fermenta,Fermenta Biotech Ltd. - Site Takoli
2387,3563,Spreewälder Arzneimittel,Spreewälder Arzneimittel GmbH
2128,3249,Nutrilo,Nutrilo GmbH
314,824,Aptar,Aptar CSP Technologies
304,787,Kuehne + Nagel,Kühne + Nagel KG - Site Mainz
2171,3313,H&T Presspart,Presspart Manufacturing S.A.
2317,3502,ShanPar Industries,Shanpar Industries Pvt. Ltd. - Unit 2
252,495,Aurobindo Pharma Limited,Apitoria Pharma Private Limited - Unit IV
1082,1980,LACC,Latin America Cargo City
2271,3448,Samsung Medical Rubber,"Samsung Medical Rubber Co., Ltd"
1731,2781,Baxter International,Baxter Oncology GmbH
560,1391,Yung Zip Chemical Industries,"Yung Zip Chemical Industries Company, Ltd."
2239,3408,ROFRA,ROFRA GmbH
966,1838,AWT Healthcare,AWT Labels and Packaging
1349,2286,Lifecome Biochemistry,"Lifecome Biochemistry Co., Ltd."
460,1182,Neogen Chemicals,Neogen Chemicals Limited - Site Dahej
283,687,Sri Krishna Pharmaceuticals,Sri Krishna Pharmaceuticals Limited - Unit 4
687,1538,EMA Pharmaceuticals,EMA Pharmaceuticals S.A.S
280,3680,Sterling,Sterling - Perugia
363,953,D.O.G.,D.O.G. Leaflet GmbH & Co. KG - Site Darmstadt
2455,3499,Shandong Ensign Industrial,Shandong Ensign Industry Co Limited
424,1117,Kaifeng Xinghua Fine Chemical,Kaifeng Xinghua Fine Chemical Co. Ltd
1235,3782,Colorcon,Colorcon USA Inc -  Site Indianapolis
300,771,Logista,"Logista Pharma, S.A.U. - Site Piera"
1607,2578,Militzer & Münch,Militzer & Munch Bordeaux
284,692,Solara Active Pharma Sciences,Solara Active Pharma Sciences Limited - Site Mangalore
1738,2789,Beacon CMP Corp,Beacon CMP Corporation
1164,2086,Chongqing Changyuan Chemical Corporaton,Chongqing Changyuan Chemical Corporaton Limited
2644,3871,Basic Pharma,Basic Pharma
92,1961,Lupin Pharmaceuticals,Lupin Pharmaceuticals - Site Vadodara
936,1806,H&R Gruppe,Ölwerke Schindler GmbH
153,324,Sanner Group,Sanner Hungária Kft.
1228,2157,GVS,Haemotronic Advanced Medical Technologies S.p.A.
719,1570,EVD,EVD Extraits Végétaux et Dérivés
371,974,DuPont,DuPont Nutrition Norge AS
257,526,Brenntag,Brenntag SA -  Site Amiens
2157,3262,PHSE,PHSE Italy SRL
1437,2383,Taizhou Jinfeng Pharmaceutical & Chemical,"Taizhou Jinfeng Pharmaceutical & Chemical Co., Ltd."
1688,2892,CFM Group,Cosma S.P.A.
654,1501,Dr. KADE,Dr. KADE Pharmazeutische Fabrik GmbH
1445,2397,Phoenix Pharma,Kemofarmacija d.d.
708,1559,Etiket Schiller,Etiket Schiller GmbH
1524,2491,Yino Pharma Limited,Yino Pharma Limited	Yino Pharma Limited
10,26,Amcor,Amcor Flexibles Kreuzlingen AG
1413,2360,Shenzhen Bona Pharma Technology,Shenzhen Bona Pharma Technology Co Ltd.
248,474,A. Potamitis Medicare,A. Potamitis Medicare Ltd.
1266,2185,Herrmann,Herrmann AG - Site Walzenhausen
274,663,trans-o-flex,trans-o-flex Netzwerk drei GmbH - Site Appenweier
286,703,Siegfried,Siegfried Evionnaz SA
392,1027,FMC Corporation,FMC Agro Ireland Ltd.
327,872,Arch Pharmalabs,Arch Pharmalabs Ltd.
2188,3344,Prudence Pharma Chem,Prudence Pharma Chem Pvt Ltd
258,532,Cambridge Isotope Laboratories,Cambridge Isotope Laboratories - Site Tewksbury
20,3121,Ashland,International Specialty Products Inc.
450,1155,Maiva Pharma,Maiva Pharma Private Limited
481,1660,Dishman Carbogen Amcis,Carbogen Amcis B.V.
265,585,Hetero Laboratories,Hetero Laboratories Limited - Unit 3
1948,3411,Roquette,"Roquette America, Inc."
1248,2198,Hospital Universitario Vithas Madrid La Milagrosa,Hospital Universitario Vithas Madrid La Milagrosa
58,144,Constantia Flexibles,Constantia Pirk GmbH & Co. KG
197,450,Gerresheimer,Gerresheimer Chalon (SA)
6,13,AllessaProduktion GmbH,AllessaProduktion GmbH
322,862,Alloga,Alloga Logifarma Portugal S.A.
1950,3058,ITP Spa,ITP – Industria Termoplastica Pavese Spa
980,1852,LyondellBasell Group,Basell Polyolefine GmbH
846,1703,Bioquim,Bioquim S.A.
2510,3734,Kleva Pharma,Kleva Pharmaceuticals S.A.
607,1448,ABITEC Corporation,Abitec Corporation Janesville
145,1219,Perlen Packaging,"Perlen Packaging Suzhou Co., Ltd"
120,1256,Moehs,Moehs Iberica - Site Rubi
202,2775,Teva FDF,Balkanpharma Zdravlje
1772,2828,Colder Products Co,Colder Products Co - Site St Paul
1318,2254,Jiangsu Lingyun Pharmaceutical,"Jiangsu Willing Bio-Tech Co., Ltd."
321,859,All4Labels,All4Labels Kassel GmbH
261,553,Charles River,Charles River Laboratories International Inc.
1274,2177,Henelie Industries,Henelie Industries Co Ltd - Site Khartoum
498,1267,Qualicaps,"Qualicaps Japan Co.,Ltd."
522,2844,Solvias,Confarma France SAS
325,867,Apex Healthcare,Apex Healthcare LTD. - Plot No-4710
1008,3174,Viatris,Madaus GmbH
447,1149,MACCO Organiques,MACCO Organiques Canada Inc
251,479,Aarti Drugs Limited,Aarti Drugs Limited - Plot Nr. 22
1142,2059,Poliflux,Poliflux SAS - Site St Genis-Laval
1101,2001,Lipoid-Gruppe,Lipoid Kosmetik AG
27,79,BAV Institut Für Hygiene Und Qualitätssicherung,BAV Institut Für Hygiene Und Qualitätssicherung GmbH
1784,2842,CTBINC,Comprehensive Test & Balance Inc.
1161,2081,Chia Tai Tianqing Pharmaceutical Group,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd. ( (CTTQ)"
390,2704,Thermo Fisher Scientific,Allergon AB
495,1259,PCI Services,PCI Pharma Services UK - Site Tredegar
267,3694,Olon,Olon S.p.A. - Site Caserta
1702,2745,Ansell,Ansell Healthcare Europe NV
252,3003,Aurobindo Pharma Limited,Pharmacin B.V.
411,1076,INEOS Pharma,INEOS Phenol GmbH
2089,3232,Multi-Packaging Solutions,Multi Packaging Solutions UK Limited
340,898,Cadila Pharmaceuticals,Cadila Pharmaceuticals ltd - Site Ankleshwar
533,1341,Tekni-Plex,Tekni-Plex Europe N.V.
123,260,Eurofins,Eurofins BioPharma Product Testing Hamburg GmbH
1631,2547,Mediplus,Mediplus S.R.L
223,2621,Tamro,Tamro AB - Site Eskilstuna
495,1261,PCI Services,PCI Services Anderson Brecon
2125,3265,Nucro-Technics,Nucro-Technics Inc
303,782,Lek Pharmaceuticals d.d.,Lek Pharmaceuticals d.d. - Site Ljubljana
1434,2386,Techno Food Ingredients,"Techno Food Ingredients Co., Ltd."
590,1432,Dimer,W. Dimer GmbH
2072,3198,MasterControl,MasterControl Global Limited UK
2232,3403,Robyn,Robyn Inc.
257,529,Brenntag,Brenntag UK Holding Limited
295,748,Mitsubishi Chemical Corporation,Mitsubishi Chemical Corporation - Site Yokkaichi
1438,2389,Kaneka Corp,Kaneka Corporation - Site Takagaso
53,122,Insud Pharma,Industriale chimica
187,415,Virupaksha Organics,Virupaksha Organics LTD. - Unit 2
1338,2275,Jinan Shangbo Pharmaceutical,"Jinan Shangbo Pharmaceutical Co., Ltd."
1056,1946,Triclinic Labs,"Triclinic Labs, Inc."
496,1262,Tentamus Pharma & Med,Tentamus Pharma & Med Deutschland GmbH - Site Bad Kissingen
576,1414,Vynova Group,Vynova Wilhelmshaven GmbH
200,461,Haupt Pharma,Haupt Pharma Amareg GmbH
1514,2478,Wuxi Jinghai Amino Acid,"Wuxi Jinghai Amino Acid Co., Ltd."
2617,3839,Anhui Lianchuang Biological Medicine,Anhui Sun Angel Pharmaceutical
2643,3869,Ofipharma,Ofipharma
149,2670,SGS Pharma,SGS France SA - Villeneuve la Garenne
522,3539,Solvias,"Solvias USA, LLC"
417,1094,IOI Oleochemical,IOI Pan Century Oleochemicals Sdn. Bhd. - Site Pasir Gudang
1729,2778,Bausch Health,"Bausch & Lomb Pharmaceuticals, Inc."
1497,2458,Tianjin Nankai Hecheng Science & Technology,"Tianjin Nankai Hecheng Science & Technology Co., Ltd."
1420,2367,Shine Star (Hubei) Biological Engineering,"Shine Star (Hubei) Biological Engineering Co.,Ltd."
2174,3325,PrimeVigilance,PrimeVigilance USA Inc.
342,901,Carbagas,Carbagas AG
1547,2516,Zhejiang Jiangbei Pharmaceutical Group,"Zhejiang Jiangbei Pharmaceutical Co., Ltd."
1461,2417,Kores India,Kores (India) Limited
1641,2643,Svizera Labs,Svizera Labs Pvt. Ltd. - Site Navi Mumbai
470,1204,Stevanato Group,OMPI Pharmaceutical Packing Technology Co LTD
391,1023,FLAMMA,Flamma SpA - Site Bulciago
123,264,Eurofins,Eurofins Phast GmbH
197,1047,Gerresheimer,"Gerresheimer Glass, INC - Site Vineland"
2198,3356,Purolite,Purolite Ecolab Romania SA
319,850,Alembic,Alembic Pharmaceuticals Limited - Unit III
1825,2875,Cenexi,Cenexi France - Site Osny
189,1736,Evonik,Evonik Operations GmbH - Site Steinau an der Straße
43,105,Lonza,Lonza-Capsugel Japan K.K.
696,1547,Enaltec Pharma Research,Enaltec Pharma Research Pvt. Ltd.
1448,2401,KEYBIO,KEYBIO Laboratory S.A.S
2258,3423,RubiePharm Arzneimittel,Rubiepharm Arzneimittel GmbH
1858,2933,DERVINSA,Derivados Vinicos S.A.
331,879,B. Braun,B. Braun Avitum Italy S.p.A.
993,1869,Beijing TongRenTang Technologies,"Beijing TongRenTang Technologies Co, Ltd. - FDF site"
1521,2487,Aurisco Pharmaceutical,"Yangzhou Lianao Biopharmaceutical Co.,Ltd."
1758,2812,Chiggiato,Chiggiato SpA
258,531,Cambridge Isotope Laboratories,Cambridge Isotope Laboratories - Site Andover
2540,3777,HBM Pharma,HBM Pharma SRO - Site Martin
1098,1997,Liof Pharma,"Liof-Pharma, S.l."
117,249,MSN Laboratories,MSN Pharmachem Pvt. Ltd. -  Oncology Division
99,201,Lampugnani Farmaceutici,Lampugnani Farmaceutici S.P.A
1705,2748,Antibiotice,Antibiotice S.A. - Site Iasi
269,637,World Courier,World Courier India Pvt. Ltd.
418,3127,IPCA Laboratories,IPCA Laboratories Ltd. - Site Madhya Pradesh
1372,2311,Northeast Pharmaceutical Group,"Northeast Pharmaceutical Group Co., Ltd - Site Kunminghu"
111,233,DSM Pharmaceuticals,DSM Nutritional Products SAS
1070,1965,Cevidra,Laboratoire Cevidra
724,3035,Evertogen,Evertogen Life Sciences Limited
530,1334,Symbiotec,Symbiotec Pharmalab Ltd. - Site Pithampur
1980,3085,IBS,IBS GmbH Schlauch- und Armaturentechnik
2311,3474,Schmechel Transport,Schmechel Transport GmbH
2053,3162,Laboratorio Interprofesional Lechero de Cantabria,LILC-Laboratorio Interprofesional Lechero de Cantabria
837,1694,Biogrund,Biogrund GmbH
1877,2958,OQ Chemicals,OQ Chemicals Corporation - Site Bay City
500,1271,R L Fine Chem,R L Fine Chem Pvt. Ltd. - Site Gowribidanoor
464,1191,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit 3
2084,3213,MedExpert,MedExpert Kazakhstan LLP
1678,2710,Alpex Pharma,Alpex Pharma SA
1034,1923,Nexira,UNIPEKTIN Ingredients AG
1239,2172,HELCO Pharmalogistik,Helco Transport & Pharmalogistik GmbH
693,1544,Emerald Performance Materials,Emerald Kalama Chemical BV - Site 1
135,2029,Pall Corporation,Pall Life Sciences - Site Portsmouth
1323,2258,Jiangsu Yutian Pharmaceutical Technology,"Jiangsu Yutian Pharmaceutical Technology Co., Ltd."
377,986,Essentia Protein Solutions,Essentia Protein Solutions - Site Harlan
133,291,Nolato,Nolato Jaycare
1646,2654,Pharmathen Global,Pharmathen SA - Site Sapes Rodopi
2398,3578,STERIGENE,Sterigene SARL - Site Francoville
1987,3093,Ideal Freight Services,Ideal Freight Services - Site Tremblay
189,1005,Evonik,Evonik Rexim SAS
1403,2348,Shandong Xinhua Pharmaceutical,Shandong Xinhua Pharmaceutical Co. Ltd. - Hutian Park
205,457,Hänseler,Hänseler AG
631,1473,Ajay - SQM,Ajay - SQM Chile S.A.
1871,2950,Ongropack,Ongropack Kft.
355,925,Anuh Pharma,Anuh Pharma Ltd. - Site Tarapur
1735,2785,BD Medical-Pharmaceutical Systems,BD Medical Columbus - Pharmaceutical Systems
178,352,Shodhana Laboratories,Shodhana Laboratories Ltd.
503,1281,RENOLIT,RENOLIT Nederland B.V.
2166,3288,PKL Service GmbH,PKL Service GmbH & Co. KG
314,823,Aptar,Aptar Ckyne s.r.o.
1438,2390,Kaneka Corp,Kaneka Modifiers Deutschland GmbH
113,238,Minakem,Minakem - Site Beuvry-la-Forêt
736,1587,ExtractumPharma,ExtractumPharma Hungary - Site Kunfehértó
306,797,DFE Pharma,DFE Pharma BV - Site Vegel
953,3606,Tecnimede,Tecnimede Portugal Ltd - Labor Qualitas
1647,2657,Primera Analytical Solutions Corporation,Primera Analytical Solutions - Site Cranbury
1157,2077,Chengda Pharmaceuticals,Chengda Pharmaceuticals Co. Ltd
46,110,Celogen Pharma,Celogen Generics PvT Limited
756,1607,Fonterra Co-operative Group,DFE Pharma
1762,2817,Suanfarma,Cipan SA
2044,3281,Neelikon,Neelikon Food Dyes and Chemicals Ltd.
1767,2823,Clinical Print,Clinical Print Finishers ltd
2340,3484,Sekisui Chemical,"Sekisui Medical Co., Ltd."
92,1960,Lupin Pharmaceuticals,Lupin Pharmaceuticals - Site Maharashtra
793,1648,Calibre Chemicals,Calibre Chemicals PVT. LTD.
288,712,SEFAR Pharma,SEFAR Italia S.r.l.
1674,2705,Alliance Healthcare,Alliance Healthcare s.r.o
587,1425,WeylChem,WeylChem Frankfurt GmbH
436,1132,Neuraxpharm,Laboratorios Lesvi S.A.
326,871,Apotex Pharmachem,Apotex Pharmachem India Pvt. Ltd
1457,2412,Koch Etiketten,Koch AG Grafische Anstalt
960,1832,Avantor Sciences,"Avantor Performance Materials, Inc."
2634,3857,JPJ Mousse,JPJ
265,584,Hetero Laboratories,Hetero Laboratories Limited - Unit 1
988,1864,Anhui Peicheng Pharmatech,"Anhui Peicheng Pharmatech Co., Ltd"
2293,3425,Rusfic,Rusfic LLC
714,1565,EVP Group,Euro Vital Pharma GmbH
283,686,Sri Krishna Pharmaceuticals,Sri Krishna Pharmaceuticals Limited - Unit 3
805,1661,Carcano Antonio,Carcano Antonio SpA
1315,2250,Jiangsu Jiaerke Pharmaceuticals Group,"Jiangsu Jiaerke Pharmaceuticals Group Corp., Ltd."
262,3657,DHL,DHL (Santa Palomba)
882,1747,Finortex,Finortex SL
1389,2332,Shandong Changyi Sifang Pharmaceutical Chemical,Shandong Changyi Sifang Pharmaceutical Chemical Co.Ltd
1662,2689,Toray Industries,Toray Industries Inc.
